node_id,type,attrs_json
concept_us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherInventory,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherNotesPayable,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherNotesPayableCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherShortTermInvestments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsOfDividendsCommonStock,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsToAcquireInterestInJointVenture,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsToAcquireInvestments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PreferredStockSharesAuthorized,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PreferredStockSharesIssued,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromDivestitureOfBusinesses,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromIssuanceOfDebt,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromSaleMaturityAndCollectionsOfInvestments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromStockOptionsExercised,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProductWarrantyAccrualPreexistingIncreaseDecrease,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProfitLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PropertySubjectToOrAvailableForOperatingLeaseNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProvisionForDoubtfulAccounts,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProvisionForLoanAndLeaseLosses,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProvisionForLoanLossesExpensed,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProvisionForLossOnContracts,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:RetainedEarningsUndistributedEarningsFromEquityMethodInvestees,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:Revenues,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivable,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivableLeasePaymentsToBeReceivedAfterRollingYearFive,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivableLeasePaymentsToBeReceivedRollingYearFive,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivableLeasePaymentsToBeReceivedRollingYearThree,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivableLeasePaymentsToBeReceivedRollingYearTwo,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceived,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextRollingTwelveMonths,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedRollingYearFour,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesLeaseReceivableUndiscountedExcessAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SalesTypeAndDirectFinancingLeasesProfitLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SeveranceCosts1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockholdersEquityOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodSharesStockOptionsExercised,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodSharesTreasuryStockReissued,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodValueEmployeeBenefitPlan,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodValueOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodValueStockOptionsExercised,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:TreasuryStockSharesAcquired,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:UnsecuredDebtCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:WeightedAverageNumberOfShareOutstandingBasicAndDiluted,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ContractWithCustomerAssetAllowanceForCreditLossWriteoff,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableNonaccrualNoAllowance,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ValuationAllowanceDeferredTaxAssetChangeInAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:LossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromLegalSettlements,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsForLegalSettlements,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:InterestPayableCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:WeightedAverageNumberOfSharesIssuedBasic,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:MinorityInterestDecreaseFromRedemptions,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SupplierFinanceProgramObligation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:TreasuryStockCommonValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:IncomeTaxReconciliationMinorityInterestIncomeExpense,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SegmentExpenditureAdditionToLongLivedAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:IncomeTaxReconciliationTaxContingencies,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DividendsPreferredStockCash,Concept,"{""ns"": ""us-gaap""}"
period_2025-01-15,Period,"{""end"": ""2025-01-15""}"
concept_us-gaap:GovernmentAssistanceLiability,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PreferredStockDividendsIncomeStatementImpact,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromIssuanceOfCommonStock,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromIssuanceOfConvertiblePreferredStock,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SaleOfStockConsiderationReceivedOnTransaction,Concept,"{""ns"": ""us-gaap""}"
period_2024-10-31,Period,"{""end"": ""2024-10-31""}"
concept_us-gaap:SaleOfStockNumberOfSharesIssuedInTransaction,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:StockIssuedDuringPeriodValueNewIssues,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:NotesAndLoansReceivableNetCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsOfDividends,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PreferredStockDividendsPerShareCashPaid,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EscrowDeposit,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AccountsPayableAndOtherAccruedLiabilities,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AmortizationMethodQualifiedAffordableHousingProjectInvestments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BeneficialInterest,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BrokerageCommissionsRevenue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashAndDueFromBanks,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CollateralAlreadyPostedAggregateFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CommunicationsAndInformationTechnology,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ContinuingInvolvementWithTransferredFinancialAssetsPrincipalAmountOutstanding,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ContractuallySpecifiedServicingFeesAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ContractWithCustomerRefundLiabilityCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CreditDerivativeMaximumExposureUndiscounted,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CreditRiskDerivativeAssetsAtFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CreditRiskDerivativeLiabilitiesAtFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CreditRiskDerivativesAtFairValueNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAndHeldToMaturityAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAndHeldToMaturityAmortizedCostAfterAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAndHeldToMaturityCumulativeUnrecognizedGain,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAndHeldToMaturityCumulativeUnrecognizedLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleAndHeldToMaturityFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleExcludingAccruedInterest,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleRealizedGain,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleRealizedGainLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleRealizedLossExcludingOtherThanTemporaryImpairment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleUnrealizedLossPosition,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesHeldToMaturityAccruedInterestWriteoff,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesHeldToMaturityCreditLossExpenseReversal,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesHeldToMaturityExcludingAccruedInterestBeforeAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtSecuritiesHeldToMaturityPurchase,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxLiabilitiesMortgageServicingRights,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxLiabilitiesPropertyPlantAndEquipment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanBenefitObligation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanFairValueOfPlanAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanFundedStatusOfPlan,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanNetPeriodicBenefitCost,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanPlanAssetsLevel3ReconciliationDecreaseForSettlement,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:Deposits,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DepositsDomestic,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DepositsForeign,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DepreciationAmortizationAndAccretionNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeAssetNotSubjectToMasterNettingArrangement,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeFairValueOfDerivativeAsset,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeFairValueOfDerivativeLiability,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeLiabilityFairValueGrossAssetAndRightToReclaimCashOffset,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeLiabilityNotSubjectToMasterNettingArrangement,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DividendsPreferredStock,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueOfSecuritiesReceivedAsCollateralThatCanBeResoldOrRepledged,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueOfSecuritiesReceivedAsCollateralThatHaveBeenResoldOrRepledged,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FairValueOptionLoansHeldAsAssetsAggregateDifference,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FederalDepositInsuranceCorporationPremiumExpense,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancialInstrumentsOwnedAndPledgedAsCollateralAmountEligibleToBeRepledgedByCounterparty,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancialInstrumentsOwnedAndPledgedAsCollateralAmountNotEligibleToBeRepledgedByCounterparty,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAccruedInterestBeforeAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAccruedInterestWriteoff,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAllowanceForCreditLossesRecovery,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAllowanceForCreditLossesWriteOffs,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableAllowanceForCreditLossWriteoffAfterRecovery,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableChangeInPresentValueExpenseReversal,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableCollectivelyEvaluatedForImpairment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableIndividuallyEvaluatedForImpairment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableReclassificationToHeldForSale,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableSignificantPurchases,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FinancingReceivableSignificantSales,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:GainLossOnFairValueHedgesRecognizedInEarnings,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:GainLossOnSaleOfNotesReceivable,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:GainLossOnSalesOfLoansNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:GoodwillOtherIncreaseDecrease,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:GoodwillPurchaseAccountingAdjustments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:HeldToMaturitySecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:HeldToMaturitySecuritiesDebtMaturitiesRollingAfterTenYearsFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:HeldToMaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,Concept,"{""ns"": ""us-gaap""}"
